"geneNames.as.numeric.rownames.res_coef1..1.l1...","res_coef1.adj.P.Val.1.l1."
"AW117547",0.000168997998023813
"TSEN2",0.000168997998023813
"NFU1",0.000168997998023813
"LRRFIP1",0.000168997998023813
"GALT",0.000169470034455117
"ZNF93",0.000169483614976584
"BTRC",0.000169625748521418
"RAB11FIP2",0.000169695495342171
"RBM48",0.000170128493291771
"PPARA",0.000170271673398912
"UBE2F",0.000170330544265108
"ZSCAN25",0.000170330544265108
"CPXM2",0.000170567984184009
"R44930",0.000171230172502768
"CUL3",0.000171230172502768
"AW444673",0.000171266622886153
"UPRT",0.000172551980521618
"MDH1",0.000172608396147561
"STK19",0.000172608396147561
"GABBR1",0.00017326227023231
"CETN2",0.000173303749996741
"ADCY1",0.000173525335889142
"IVNS1ABP",0.00017357784978784
"AI669495",0.000173672386839072
"ERCC8",0.000173738866035324
"ZNF791",0.000173772725089715
"ARMCX5",0.000173772725089715
"BCL2L13",0.000173772725089715
"GPD2",0.000173772725089715
"DGAT2",0.000173772725089715
"HNRNPC",0.000173945136056686
"CRABP2",0.000174378904836275
"CARD6",0.000174378904836275
"INHBB",0.000174378904836275
"IRX2",0.000174711611399263
"AI219891",0.000174711611399263
"MYT1L",0.000174880807415975
"AA706282",0.000175146534624762
"KLF15",0.000175362624240664
"VEZT",0.000175714628004977
"ZNF148",0.000175772189835261
"FAM155A",0.00017598816380393
"222296_at",0.000176026015665019
"ARHGAP26",0.000176155895032525
"MIPEP",0.000176155895032525
"230618_s_at",0.000176373288418685
"RGMA",0.000176682605688863
"SGSM3",0.000176682605688863
"NKTR",0.000176762082237164
"UBA3",0.000176762082237164
"SHMT2",0.000176842895613725
"KLHL24",0.000176842895613725
"DAPL1",0.000177642892665059
"COL12A1",0.000177918055911065
"RUVBL1",0.000178120045303852
"FAF1",0.000178196104287465
"AL832696",0.000178556614141267
"HIST1H2AC",0.000178556614141267
"DOCK5",0.000178690190058762
"KCNK3",0.000178738433342653
"DSE",0.000178773961263578
"MCTP1",0.00017889721541848
"USP46",0.000178920329717108
"GHITM",0.000179229873114873
"PGBD5",0.000179296487239911
"NDUFS1",0.000179296487239911
"BHLHE40",0.000179316180093651
"CPVL",0.000179316180093651
"ETNK2",0.00017959362981002
"AI435514",0.000179802115560948
"COX7A1",0.000179818454042934
"MREG",0.000180615418407677
"CNTNAP2",0.000180615418407677
"APPL1",0.000180767564229472
"IGFBP5",0.000180937250611934
"CEACAM1",0.000180966286704132
"SUGT1",0.000180982596872665
"DIDO1",0.000181036790075559
"TRAF7",0.000181103414009715
"C14orf39",0.000181795531340605
"BC006326",0.000181795531340605
"PFDN4",0.000181862780789118
"ZFAS1",0.000182432650915456
"AW243154",0.000182459585861571
"CSRP2",0.000182533002649749
"TOB2",0.000182650158837205
"H2AFV",0.000182767280124322
"ZFP1",0.000182843046760121
"NAA10",0.000182843046760121
"EPB41L1",0.000183171944722686
"TSPO",0.000183340912724518
"ETV1",0.000183497149088368
"CNIH3",0.000183790368700967
"ZMYM2",0.000184089347431097
"LAMC1",0.00018413285218846
"MAN1A2",0.000184278475812155
"RAB2A",0.000184531044930598
"CLIP1",0.000185063017825397
"PDE8B",0.000185211243002901
"H2AFY",0.000185598731738975
"CSNK1A1",0.000185707125577396
"RXRA",0.000185772205465979
"YIPF2",0.000185835455377519
"CRYAB",0.000185914163223789
"AW138143",0.000186138646479359
"HACL1",0.000186138646479359
"DNAJC2",0.000186799916717287
"CHST11",0.000186799916717287
"STK38",0.000187541071998239
"ATXN2L",0.00018756049115677
"CWF19L1",0.000187579906136171
"RPLP0",0.000187657473869515
"CLTC-IT1",0.000187721462136379
"PDZD2",0.000187721462136379
"CCDC69",0.000188018356375945
"AI264003",0.000188373777958308
"REEP2",0.000188622501109907
"CLMN",0.000188780217930002
"AP1AR",0.000188859718349878
"SRSF3",0.000188865719138979
"EFCAB7",0.000188865719138979
"BSPRY",0.00018892759896073
"GLRX2",0.000189185828154608
"SLC8A2",0.000189239969317337
"ADNP",0.000189908560853119
"C11orf45",0.000190607443932153
"DLGAP1-AS1",0.000190650260726016
"ERICH3",0.000190654819695273
"LOC100996792",0.000190657382013709
"WDR1",0.000190719759459431
"TMEM14B",0.000191428353199481
"ZNF223",0.000191991776084285
"AA453791",0.000192403704875109
"FAM163A",0.000192515595173804
"RIMS2",0.000192672062260208
"AP3D1",0.000193125042828025
"RAPH1",0.000193220958102772
"CNOT6L",0.000193582878053356
"PCBP1-AS1",0.000193748634966927
"ATP5I",0.000194328991223579
"COX6B1",0.000194377745858474
"DZIP1",0.000194710754053495
"CNOT8",0.000194743057905763
"IL17RC",0.000195327212847018
"ZNF44",0.000195327212847018
"CORO2A",0.000195557504764962
"TOX3",0.000195903893636721
"ZFHX2",0.000195940185165747
"VAPA",0.000196067766798338
"GRINA",0.000196205667076818
"METTL10",0.000196686744456303
"CFAP221",0.000196813955064553
"BCAS4",0.000196813955064553
"RBM18",0.000196836911764192
"ITPRIP",0.000196857634896276
"UBE2D3",0.000197110220801961
"SBK1",0.000197168607811633
"TRAK1",0.000197169951123787
"AU145365",0.000197287495099887
"AFF1",0.000197796687292037
"PANX1",0.000197796687292037
"COPG1",0.000197796687292037
"IPO9",0.000197796687292037
"ANO4",0.000197796687292037
"GMPS",0.000197796687292037
"C1orf101",0.000197796687292037
"NUDT5",0.000198069610179032
"SETDB2",0.000198101791552213
"NOL4L",0.000198336763723066
"PXK",0.000198336763723066
"FKRP",0.000198367477747889
"WIF1",0.000198499163837951
"ORC6",0.000198575195187176
"NPAS2",0.000198668164537564
"GNMT",0.000198868101074557
"TRIM39-RPP21",0.000198869837950551
"FAM169A",0.000198933993086538
"GID8",0.000198933993086538
"CEP170P1",0.000198933993086538
"KLHDC1",0.000198948191693634
"MAPRE1",0.00019896612936585
"DCAF5",0.000199006631796368
"TSHZ3",0.000199006631796368
"GNG3",0.000199054276465218
"FNIP1",0.000199400854117469
"C5orf15",0.000199491227967828
"HECW2",0.000199508158846127
"KCND3",0.000199897597223213
"TP53RK",0.000200339809179953
"TEPSIN",0.000200358476795059
"LRPAP1",0.000200566541574887
"RAB6B",0.000201001749681952
"ATF6B",0.000201001749681952
"AK021836",0.000201591622339774
"WIPF3",0.000201603848290199
"SCOC",0.000201603848290199
"WNT5A",0.000201726014676052
"SCAP",0.000202479907875088
"PLA2G16",0.000202479907875088
"OSBPL6",0.000202971943167016
"B3GALT2",0.000202971943167016
"SLC25A29",0.000202971943167016
"MIR6513",0.00020311353306946
"ABHD10",0.000203169435056415
"MARCKS",0.00020350237141176
"LOC93622",0.000203688243796777
"ZC2HC1C",0.000204115342140546
"CRYZL1",0.000204158405385781
"FAM57A",0.000204712487067646
"PPP1R36",0.000204776367565108
"KIN",0.000204828141824949
"APLP2",0.000204876343701077
"PSPC1",0.000205043064740961
"KIAA1211L",0.000205176219902854
"MIR3682",0.000205196614276831
"KDM4C",0.000205773203607917
"METAP2",0.000205952502619869
"SP1",0.000206353565106415
"RHOB",0.000206353565106415
"FAXC",0.000206353565106415
"SELL",0.000206401375172113
"GSTM4",0.000206437179779343
"HSPA1L",0.000207484587072666
"ARHGDIA",0.000208099477406419
"PALB2",0.000208214225453424
"CLCN4",0.000208214225453424
"BTRC",0.000208214225453424
"AGTR1",0.000208214225453424
"CCSAP",0.000208214225453424
"PTPRE",0.000208214225453424
"RICTOR",0.000208214225453424
"SZRD1",0.000208214225453424
"FRRS1L",0.00020839931167202
"HRK",0.000208711124534705
"RBM48",0.000208821625680016
"CHN1",0.000208829126411786
"NADK",0.000208832445264566
"ERAP1",0.00020884952391765
"SNAP25",0.00020884952391765
"FBXW7",0.000209047444517123
"SH3RF2",0.000209398804602425
"CDK5RAP1",0.000209467179229443
"LRRC27",0.000209682986340778
"DENND2D",0.000210003930479441
"CAT",0.000210161514861808
"COX8A",0.000210251624483963
"BTRC",0.000210560705597606
"WBP11",0.000210560705597606
"ORMDL2",0.000211071039372735
"UBOX5",0.000211317952727838
"AI701459",0.000211317952727838
"GALC",0.000211766359931367
"AL833742",0.000211766359931367
"RAD51C",0.000211766359931367
"BTG3",0.000212092182852679
"AI754928",0.000212267260417928
"AI927941",0.000212290976311063
"M6PR",0.000212290976311063
"MYL6",0.000212459629870635
"BMPR1B",0.000212459629870635
"RNF146",0.000212930282918368
"FNDC3A",0.000213148083685442
"NKX3-1",0.000213148083685442
"EIF4E",0.000213272682710801
"MAML2",0.000214186149307132
"CYB561D1",0.00021449290107905
"LINC00494",0.000214657370564774
"SYT9",0.00021482347648845
"LONP1",0.00021482347648845
"SALL1",0.000214836264812053
"ZNF462",0.000214836264812053
"RUBCN",0.000215022054858418
"DKFZP586I1420",0.00021522402730554
"USP51",0.000215311782133769
"AI245300",0.000215578713906907
"SRRM4",0.000215842557854199
"DKK2",0.000216347695203335
"SLC4A11",0.000216474275032516
"CNOT1",0.000216496182220524
"AFDN",0.000216496182220524
"SNCAIP",0.000217050916455615
"PSMD2",0.000217052184532996
"AGFG1",0.000217176667573731
"KIF5A",0.000217598472684343
"ARID3A",0.000217598472684343
"AF085968",0.000217603325427011
"COTL1",0.000217603325427011
"DNAJC10",0.00021792868970194
"UG0898H09",0.00021792868970194
"ARGLU1",0.00021792868970194
"LOC100130872",0.00021792868970194
"MYO5B",0.000217978167484463
"SESTD1",0.000218096379785895
"NIPAL3",0.000218223182213581
"MIR4723",0.000218610185282276
"RAB29",0.00021892622576966
"LOC285147",0.000220002621313071
"YPEL1",0.000220419464086391
"GABARAPL1",0.000220459935937806
"RALB",0.000220752701711254
"MICU3",0.000220824546763108
"MIR4738",0.000221480494705694
"NLGN2",0.000221513535007496
"CALHM2",0.000221744878684542
"LRPPRC",0.000221894451788297
"NOL11",0.000221894451788297
"CACNG8",0.000221986391404387
"CEP120",0.000222196831821427
"ZNF791",0.000222388786642074
"ZNF30",0.000222481797619547
"MIGA1",0.000222493804501448
"CCNY",0.000222493804501448
"USP36",0.000222493804501448
"LOC286161",0.000222493804501448
"INPP4A",0.000222591300315409
"H15173",0.000222661363442762
"EYA4",0.000222661363442762
"RICTOR",0.000222744397373409
"PIP4K2B",0.000222823623003009
"RHOJ",0.000223275959845838
"LPP",0.000223399132051814
"TTC39B",0.000223407397045202
"ARL6IP1",0.00022368210167509
"FRAT2",0.00022368210167509
"DENND1B",0.000223977944654477
"AK024629",0.000224716461703622
"SORBS1",0.000224716461703622
"GCOM1",0.000224716461703622
"ATRN",0.000224779976627917
"MEGF10",0.000224860518520336
"B3GALT5",0.000224906242997073
"NR2C1",0.000225215950386753
"AF070620",0.000225483489949592
"SP100",0.000225483489949592
"ENTPD1",0.000225563497682782
"NCAM1",0.000225766010931103
"TBC1D9B",0.000226498285838354
"SEMA5A",0.000227218357538627
"RANGRF",0.00022748869369202
"NDUFB5",0.00022748869369202
"SPOPL",0.00022748869369202
"PATZ1",0.00022756960714043
"ST7L",0.000227887725207107
"ZNF546",0.000228257947712478
"CLK3",0.000228630235288668
"BF062694",0.000228731307541149
"RNF121",0.000229202894663994
"XPNPEP1",0.000229463488028157
"AKAP1",0.000229469730536046
"USP53",0.000230005208674915
"ST3GAL1",0.000230193995552292
"SLC28A3",0.000230425728817687
"TACC2",0.000230882382344751
"LY6H",0.000230882382344751
"UBE2N",0.000231247977393808
"CALD1",0.000231378659894351
"CD99P1",0.000231700062615281
"GLT8D2",0.000231700062615281
"MBNL3",0.00023191015249393
"BHLHE41",0.000232013167538466
"KIF1B",0.000232013167538466
"PDZRN3",0.000232401819300335
"NLK",0.000232627252886698
"EPHA7",0.00023296536188363
"TMEM208",0.000233122196613058
"GLT8D2",0.000233260317259155
"PDE6D",0.0002341426736837
"FECH",0.000234340579210838
"KDM4B",0.000234603115288312
"VPS41",0.000235234712088259
"KCNJ3",0.000235702065745382
"TPGS2",0.000235779828996687
"FAM228A",0.000236020196870542
"PPP1R9A",0.000236020196870542
"TJP2",0.000236626696794426
"EHD4",0.00023698182190847
"FAM43B",0.000237503908232277
"SPRY2",0.0002377094789244
"DOK4",0.00023775205497188
"HMG20B",0.000237815737815701
"DST",0.000237815737815701
"AGPAT2",0.000237873460626194
"LYRM4",0.000237873460626194
"TPI1",0.000237873460626194
"SSR2",0.000237873460626194
"TMEM189-UBE2V1",0.000237873460626194
"NDUFV2",0.000238164336416216
"AK000864",0.000238728715483948
"SLC39A8",0.000238852891750952
"GALNT6",0.000238912402426302
"IFI44",0.000239175718765525
"PEA15",0.000239175718765525
"221798_x_at",0.000239175718765525
"TMED5",0.000240024286903167
"FBRSL1",0.00024017167714137
"MACROD2",0.000240296875452372
"YY1",0.000240366748028602
"BBS1",0.000240599659490829
"C12orf49",0.000240599659490829
"DXO",0.000240599659490829
"AA642418",0.000240646048595896
"TOP2B",0.000240646048595896
"GGPS1",0.000240646048595896
"HMGXB4",0.000240654555705563
"ATP5A1",0.000240654555705563
"RABL3",0.000240654555705563
"BACE2",0.000240716447157944
"C1S",0.000240806969071992
"CRK",0.00024110238508561
"VAMP4",0.000241302582272567
"TMEM132A",0.000241302582272567
"COX11",0.000241320734153606
"AHCYL2",0.000241805703972968
"TUSC3",0.00024183823683064
"IRS2",0.000241952002527955
"CNOT6L",0.000241972111848624
"GAA",0.000242021117103628
"PRKD3",0.000242021117103628
"PRICKLE2",0.000242181076734296
"PHF20L1",0.000242181076734296
"DNAJC1",0.00024271845531559
"NDUFAB1",0.000242886208772313
"REST",0.000243288791221792
"F5",0.00024375559642787
"PPM1L",0.000243821572862671
"SOX6",0.000244016048680093
"USP8",0.000244016048680093
"SYT17",0.000244460666350567
"CSRNP3",0.000244990588549802
"SLC4A1AP",0.00024500084925913
"ZNF793-AS1",0.00024500084925913
"DOCK1",0.000245004302014214
"C10orf35",0.000245704157140151
"NT5C3A",0.000246276829115511
"CADM2",0.000246300802047294
"STAMBPL1",0.000246300802047294
"DGKH",0.000246978680204087
"SUPT4H1",0.00024698786524158
"NFIB",0.000247187368821336
"CLIC6",0.000247290326470718
"SOX9",0.000248133831767127
"CUX1",0.000248256903827438
"KAT6B",0.000248256903827438
"MRM2",0.000248364724008237
"CSRP2",0.000248905633329988
"CHD6",0.000249048308057679
"CCNB1",0.00024911009346451
"SLC22A15",0.000249258088731396
"HSF2",0.000249629647951791
"NTS",0.000250258655404287
"SARNP",0.000250598310699464
"SMIM8",0.000250621547241734
"IL4R",0.00025136161052637
"LGR6",0.000251423104805214
"PPP1R12B",0.000251423104805214
"THBS1",0.000251777865337045
"OSGEPL1",0.000251984926637326
"RAD51C",0.000252249199884655
"GPM6B",0.000252249199884655
"TRPC1",0.000252492786746951
"NFE2L1",0.000252844251841285
"PTPRN",0.000252998510810363
"ARPIN",0.000253667612559508
"LINC00115",0.000253667612559508
"HMGXB4",0.000253755407390338
"SNTG1",0.000254105038080591
"ZNF627",0.000254831042135843
"RPS21",0.000255251884585767
"AKAP10",0.000255748366451676
"KCNK3",0.000256089523167421
"SEMA5A",0.000256164221398593
"LINC00473",0.000256397574384673
"CDH8",0.000256742660292382
"FGF14",0.000257052603028574
"FBXO28",0.000257075220019208
"MEG3",0.000257075220019208
"TOR3A",0.000257521938814594
"KLHL29",0.0002582692106521
"SIGMAR1",0.0002582692106521
"RNF139",0.0002582692106521
"OSBPL1A",0.000258338936063606
"AI990178",0.000258338936063606
"RHBDF1",0.000260051999965227
"USP21",0.00026019886659485
"LOC100287896",0.000260502805492937
"MSANTD4",0.000260630810704283
"PRKAA2",0.000260940130730665
"DNAJC3",0.000260940130730665
"FBXO3",0.000261017960922868
"BNIP3L",0.000261393362770421
"PTPN1",0.000261393362770421
"ANP32A",0.000261501028083236
"PIP5K1A",0.000261501028083236
"ZDHHC13",0.000261685636564498
"WWC3",0.000261685636564498
"ROBO2",0.000262365650915874
"TP53RK",0.00026291323006336
"DNAH12",0.000262945536729899
"TMEM248",0.000262945536729899
"GATAD1",0.000263081149482713
"DOT1L",0.000263402170383389
"ANAPC10",0.000263687042978604
"LSM4",0.000263687042978604
"CFLAR",0.000264036426102151
"CD99",0.000264074323780475
"OGDHL",0.000264701232372094
"FOCAD",0.000264821801061753
"NT5DC1",0.000264919929820476
"AF086391",0.000264919929820476
"LOC101928615",0.000264919929820476
"ZNF318",0.000265260928422502
"KRBA1",0.000265844253165646
"SLC25A26",0.000265912718785975
"BF108778",0.000265940482683751
"SKAP2",0.000266303240984231
"LOC101928634",0.000266364213220916
"ZKSCAN8",0.000266599867962831
"LOC100131510",0.000266752443823761
"ZNF689",0.000267115591965272
"INPP4A",0.000267374933162049
"TMEM59L",0.000267588424465248
"KNTC1",0.000267940659567199
"ZNF57",0.000267940659567199
"SEC31A",0.000268355324375056
"WWC2",0.000268503607197836
"CHD9",0.000268503607197836
"TCTEX1D2",0.000268503607197836
"TYMP",0.000269098324335467
"ZFP36L2",0.000270137294256536
"SH3KBP1",0.000270194957710026
"HIPK2",0.000270539562531359
"DUS4L",0.000270558497950062
"CYP1B1",0.000270703299480818
"SH3PXD2B",0.00027094005657495
"ANK2",0.000271424698081121
"CLCN5",0.000271890709658121
"KDM5A",0.000272480666025954
"UTP18",0.000273230475160292
"ZBTB49",0.000273589282169584
"HBEGF",0.000273708470218091
"STMN2",0.000274062332006406
"DLG1",0.000274369785336421
"N63876",0.000274383695852418
"ZAK",0.000274529325987658
"TLR3",0.000274634331138059
"LNPK",0.000274634331138059
"CWC27",0.00027486136827857
"NONO",0.00027486136827857
"FAM133DP",0.000275578321843588
"ZNF684",0.000276281303160316
"PRKCH",0.000276281303160316
"KCTD9",0.000276887524579464
"TIMP2",0.000277510748612875
"TPTE2P5",0.00027784374909242
"SGPL1",0.000278068050205591
"TTLL7",0.000278413023078328
"MAML3",0.000278664707863606
"GABRA4",0.000278905262114217
"LOC101930075",0.000278905262114217
"NUMA1",0.000278905262114217
"HMGN4",0.000278905262114217
"SLC25A46",0.000278952508470156
"C22orf42",0.000279061097880524
"GMEB1",0.000279127595544289
"GPSM2",0.000279261234156675
"LINC00476",0.000279833713251064
"GATS",0.000280137948348155
"TRIM8",0.000280468999949243
"CAMK2N1",0.000281384312674283
"GSN",0.000281431693724025
"LOC101927673",0.000281497376594073
"VEPH1",0.000282433171361953
"NDFIP2",0.00028246463294087
"GAS7",0.000282543183050234
"BICD1",0.000282543183050234
"PTPRN2",0.000282543183050234
"TRPS1",0.000282787539092142
"FAM45A",0.000283015341824051
"TOR1A",0.000283276108285046
"CELF2",0.000283276108285046
"CAMK2G",0.000283276108285046
"PCCB",0.000283276108285046
"PDCD6IP",0.000283872786903301
"MAPK9",0.000284107202616845
"SLC29A1",0.000284305170171998
"NIPAL2",0.000284771411479679
"MICAL1",0.000284896759680339
"JAKMIP1",0.000285112664571573
"GTPBP1",0.000285478536798162
"IGK",0.000285587759662728
"FAM63A",0.000286122969331958
"DCAF10",0.000286304807968225
"GSS",0.000286562832066904
"ZNF805",0.000286679924501962
"IGHA2",0.000287273234731007
"NPC1",0.000287336656674928
"ABAT",0.00028772095771641
"PRPF8",0.000287929401705416
"AI198212",0.000288017519949328
"RASSF3",0.000288017519949328
"LARP7",0.000288866401430986
"AK026914",0.000288998421724696
"MFAP4",0.000289418128850051
"KIAA2026",0.000289770568934943
"SMURF2",0.00029028076140928
"NPTX1",0.00029089084664775
"CFLAR",0.000290944688650699
"SART3",0.00029146840366014
"SCN2B",0.000291580852891536
"SIAH2",0.000291584581202895
"SHISA9",0.000291627888451681
"FBLN7",0.000291627888451681
"ZMYM3",0.000291627888451681
"GSPT1",0.000291920277395085
"ITPRIPL2",0.000291920277395085
"CADM2",0.000291963737112545
"ATG5",0.000292962406438891
"SNORA64",0.000293640059922293
"AW137053",0.000293883628714047
"SRR",0.000293997848422194
"PPP2R3C",0.000294822975483989
"SMIM14",0.000295128514038825
"PREB",0.000295406381473761
"243593_s_at",0.000296216011344446
"FBXW7",0.000296748941988099
"NPEPPS",0.000296864027870567
"BACE1",0.000296864027870567
"RGS12",0.000297129049926699
"PANK3",0.000297371087188732
"AMD1",0.000297371087188732
"FAM24B",0.000297560682075941
"PIK3C2G",0.000297560682075941
"ZFR2",0.000297708143122872
"GLRA3",0.000297708143122872
"LINC00936",0.000297708143122872
"NLK",0.000297755275596613
"AES",0.000298303291576517
"ADAM23",0.000298435909962334
"RORA",0.000298699520401771
"MED6",0.00029923962712567
"TAF13",0.000299362893391698
"DERA",0.000299499311445277
"C2orf80",0.000299608939904636
"TBC1D5",0.000299715812844252
"CREB3L1",0.000300327818138907
"242790_at",0.000300676313277277
"ISM1",0.000301209773286468
"BRD4",0.000301606850699658
"TCF7L2",0.000302098631546597
"ALDOB",0.000302098631546597
"AW960145",0.000302125236577475
"KHDRBS3",0.000302297346420481
"LRRFIP1",0.000302471595190405
"SIPA1L2",0.000302968538322873
"SPTBN4",0.000303095145722081
"GIPC2",0.000303471100879696
"C17orf80",0.000304455139338944
"VEZF1",0.000305228439625484
"SP110",0.000305483561025059
"MTA3",0.000305483561025059
"TCF3",0.000305863477689749
"SNRPE",0.000305944407161744
"PIR-FIGF",0.000306108928879477
"INMT",0.000306243831969405
"SP110",0.00030696478837511
"MLLT10",0.000307161449441408
"ABAT",0.000307273150343655
"GNAL",0.000307389270101678
"SYNE4",0.000307602580310491
"NPNT",0.000307647425895122
"MED1",0.00030768550258162
"CYR61",0.00030781174832207
"AI342146",0.000308168269260452
"NEPRO",0.000309387294498897
"CPSF3",0.000309408937340796
"TPD52L2",0.00030975173704783
"TUBB",0.000309975106885041
"PPP1CA",0.000310535145000784
"STK38",0.00031141622221851
"LINC00622",0.00031143452853431
"CCDC71",0.000311717740645298
"PDGFC",0.000312033791473699
"GSAP",0.00031233825026677
"SMKR1",0.000312397365525441
"LOC101930404",0.00031348297174208
"PIKFYVE",0.00031348297174208
"ANKRD16",0.00031348297174208
"PPA2",0.000314523135827156
"AI922972",0.000314750336907376
"DTD1",0.000314923900311385
"N4BP1",0.000315255139446724
"ABHD2",0.000315267861157755
"PPP1R2",0.00031536948302415
"GALNT15",0.000315392668846225
"LIMD1",0.000315861873494595
"FCN2",0.000316766881901672
"SPSB1",0.000317389750241574
"TTC27",0.000317575215237739
"LINC01128",0.000317575215237739
"AGR2",0.000317575215237739
"OBSL1",0.000317685137502722
"BIRC3",0.000317779651944261
"SERGEF",0.000318138580994602
"ATP6",0.000318138580994602
"CDC42EP3",0.000318240179230853
"FAM20B",0.000318269441272658
"ADCY1",0.000318485856999066
"MRPL19",0.000318485856999066
"TPR",0.000319093594267692
"LOC100507855",0.000319829862216308
"SPOPL",0.000320166924334486
"242691_at",0.000320286583565808
"SLC38A2",0.000320641594529436
"NT5DC2",0.000320791319583439
"GORASP2",0.000320791319583439
"AHNAK",0.00032116166421044
"LOC101927085",0.000321298999433319
"R92925",0.000321524061627951
"SUSD4",0.000322190510978275
"ITFG1",0.000323985358991367
"CLTA",0.000324243314285968
"SMTN",0.000324898167251354
"HCN3",0.000326224897298208
"CFI",0.000326414855007713
"HLA-F",0.000326591653355215
"PDE6D",0.000327122663337555
"MAPRE3",0.000327219924781677
"DNAJC8",0.000327536593203448
"COX10",0.000327536593203448
"CTGF",0.000327651577845674
"AK090676",0.000327761449892441
"LOC101930404",0.000329938246235326
"LINC00472",0.000331176406685326
"SOCS6",0.000331354197732779
"CDK16",0.000332396998351923
"ZNF83",0.000332942949722817
"ANXA5",0.000333358326053827
"YARS",0.000333358326053827
"EPB41L5",0.000333504407132167
"RIT1",0.000334076020047925
"RFK",0.00033423547353329
"CEP41",0.00033423547353329
"VAC14",0.00033423547353329
"ESPN",0.000334674856699404
"MIR6516",0.000334785629445405
"AL157448",0.000335491878452174
"SLC9B2",0.000335491878452174
"CADM1",0.000335491878452174
"SH3KBP1",0.000335889832149331
"H41167",0.000336340520522756
"WWP1",0.000336341863332703
"ORC2",0.000337300201056864
"TLE2",0.000337300201056864
"PTPMT1",0.000337377261907641
"TPI1",0.000337466682030518
"DACT3",0.000337466682030518
"FOSL2",0.000337570764808003
"MAN1A2",0.000338186356189639
"PKN2",0.000338592481513299
"SRGN",0.000340054077011251
"SMARCD1",0.000340082170459474
"AA131302",0.000340097382131917
"SNORA64",0.000340265318636897
"228925_at",0.000340572939790024
"SLC37A3",0.000341602816365445
"ADPRM",0.000341749126033432
"CELF2",0.000341981011196648
"COL1A1",0.000341981011196648
"QRSL1",0.000341981011196648
"HIST1H2BC",0.00034246035339218
"NDUFA9",0.000342803261079134
"SNAP25",0.000342885939220741
"NAA25",0.000343361374214915
"MBD5",0.000343361374214915
"TLCD2",0.000343656713770523
"RBBP4",0.000344196034613957
"ANO10",0.000344204371197912
"AGPS",0.000344506716711956
"MARC2",0.000344732211658977
"RCOR3",0.000346087946250805
"ZXDC",0.000346291129851584
"SIX1",0.000346488932631804
"GPR34",0.000346999932603726
"MAGT1",0.000347171952592055
"ASXL1",0.000347309885943724
"ZCCHC4",0.000347309885943724
"COL5A2",0.000347891581705827
"CD38",0.00034793558565514
"GGPS1",0.000348022124067616
"KCNA3",0.000348080670221051
"BRAF",0.000348350849119104
"SOX2",0.000348463736732141
"PLPP5",0.000348901530020754
"STXBP5L",0.000349454824480937
"KHDRBS1",0.000349681474616222
"241175_at",0.0003497541669824
"TSPAN1",0.000351394479564608
"METTL23",0.000352290317181378
"RPLP1",0.000352404184953248
"AI469935",0.000352738935778014
"SEC24A",0.000353191151699145
"APOOL",0.000354072037041796
"CDS1",0.000354195902235041
"QDPR",0.000354195902235041
"KIAA1652",0.000354453641948285
"SIK3",0.000355180130951506
"209353_s_at",0.000355641207743774
"EPCAM",0.000355821960760109
"RUSC2",0.000356482263228133
"LOC729732",0.000356629324828399
"ST18",0.000356629324828399
"UNC13C",0.000356901366472294
"INPP5J",0.00035799519608427
"SLITRK5",0.000358446753221425
"CLK1",0.000358446753221425
"TMEM9",0.000359160256557615
"PAPD4",0.000359160256557615
"SLC26A9",0.000359958928360247
"SLC6A5",0.000360134278429237
"DPF3",0.000360456959962134
"SUV39H2",0.000360456959962134
"ARMC2",0.000360456959962134
"TAS2R10",0.000360456959962134
"PER2",0.000360671199059973
"LMF1",0.000360822743221428
"SFXN3",0.000360822743221428
"TRAPPC2B",0.000360912836490925
"MPST",0.000360912836490925
"DCTN4",0.000360912836490925
"GNB5",0.000361015513263925
"ARHGEF2",0.000361015513263925
"ZNF598",0.000361632018743407
"SDCBP2-AS1",0.000361632018743407
"EXOC3",0.00036174205751564
"NOL4",0.000361810801035734
"DCLK2",0.000362947995656047
"GGA3",0.000363098853363389
"TGFBRAP1",0.000363098853363389
"ME2",0.000363589045488357
"SMARCC1",0.000363589045488357
"FAM98C",0.000363589045488357
"TAF5L",0.000363724256960726
"TUBD1",0.000363888917630789
"LARP4B",0.000363964374098919
"CARHSP1",0.000364525951822205
"AI597838",0.000364525951822205
"UBR5",0.000365004929176763
"ZMYM4",0.00036558738876498
"MIR6787",0.000365686075526467
"RRN3P2",0.000366155510950915
"GEMIN7",0.000367105358109465
"YKT6",0.000367105358109465
"CCDC82",0.000367237272502448
"DNAJB9",0.000367237272502448
"PLEKHB1",0.000368089665494535
"TMEM45B",0.000368393799496485
"ME1",0.000369459781625318
"BC039419",0.000369459781625318
"POMGNT1",0.000369676201937978
"IGSF3",0.000370306935843209
"PXMP4",0.000370521838129799
"ETV5",0.000371636812656512
"AI824407",0.000371916225699743
"APH1A",0.000371916225699743
"ZMYM6",0.000372053595806642
"SFXN3",0.000372088532289283
"WDR36",0.000373056524943783
"LOC101927180",0.00037308856818608
"SNHG3",0.000373259671042861
"AHCY",0.00037347951955077
"TBL1XR1",0.00037347951955077
"ZBTB44",0.000373636504738041
"ATP2B2",0.000373636504738041
"C22orf42",0.000373798677277748
"ANKFY1",0.000375828064691413
"BF515595",0.000376134491982449
"ARID5B",0.00037620456609958
