"geneNames.as.numeric.rownames.res_coef1..1.l1...","res_coef1.adj.P.Val.1.l1."
"RPS4Y1",2.53267930948928e-07
"XIST",5.00721745328306e-07
"DDX3Y",8.35325425544139e-06
"EIF1AY",1.90207005395215e-05
"KDM5D",0.000297948027384597
"TXLNGY",0.000749165098886772
"TTTY15",0.000912764294495107
"USP9Y",0.00114568459723746
"UTY",0.0017850473445436
"AL713714",0.00789598714053511
"TCAF1",0.011816593099187
"PRKY",0.0298656642464035
