"geneNames.as.numeric.rownames.res2_coef1...","res2_coef1.logFC","res2_coef1.adj.P.Val"
"SULT1C2",1.75109833333333,0.495869458959612
"ARL4D",-0.774898333333333,0.495869458959612
"PPM1H",-0.523005,0.511077507776319
"PRKCH",-0.546901666666667,0.51215693147074
"AA502999",-0.56598,0.51238185207014
"RPS4X",-0.435075,0.51238185207014
"CD24",1.69741,0.51238185207014
"RMND5B",-0.4909475,0.51337917968248
"PTGDS",-1.4137275,0.529904610430096
"229607_at",-0.76107,0.536561269704937
"LOC648761",-0.403399166666666,0.536561269704937
"MCTS1",-0.617145,0.538688421748326
"MAPK12",-0.639939999999999,0.538688421748326
"VARS",-0.581125833333333,0.538870090475559
"AI969269",-0.336381666666666,0.538870090475559
"MCL1",1.21745416666667,0.539035318666478
"FLT4",-0.609855833333333,0.539035318666478
"X79782",0.391998333333333,0.539035318666478
"CDKN1A",1.3891975,0.539035318666478
"CD24",1.35375833333333,0.539035318666478
"THBS2",-0.856093333333333,0.539035318666478
"NSUN5P2",-0.4928975,0.539035318666478
"239892_at",-0.877571666666666,0.557181257881518
"ADH7",0.501985833333333,0.557181257881518
"BE348318",-0.5605275,0.557181257881518
"SLIT1",-0.438248333333334,0.568107227206726
"KLHL20",0.349306666666667,0.573347671922686
"BC038589",-0.80372,0.581857932822983
"SKAP1",-0.861195,0.593412820143446
"ZFP69",-0.56826,0.593412820143446
"S100A14",0.6356525,0.593412820143446
"AW960454",-2.244515,0.593412820143446
"SOCS3",1.175535,0.593412820143446
"CD24",1.69250416666667,0.593412820143446
"POGLUT1",-0.5816675,0.593412820143446
"LFNG",-0.564393333333333,0.593412820143446
"AK025072",0.671061666666667,0.593412820143446
"AW937500",-0.359403333333333,0.593412820143446
"PTGDS",-1.07513,0.593412820143446
"NTN3",-0.396121666666667,0.593412820143446
"ACAP1",-0.567504999999999,0.593412820143446
"ABLIM2",-0.548200833333333,0.594497129074091
"LUC7L3",-0.829135833333333,0.594497129074091
"AI923633",-0.9845175,0.600213439951066
"ERG",-0.6138175,0.603877470859666
"BC018629",-0.377521666666666,0.612989192788852
"MIAT",-0.883325833333333,0.615651920768024
"LINC00313",0.3815475,0.615651920768024
"BC015876",-0.437315833333333,0.615651920768024
"BE348404",-0.775845,0.615651920768024
"TSNAX-DISC1",-0.751551666666667,0.615651920768024
"RASGEF1B",0.752976666666667,0.615651920768024
"TTTY9B",0.703125,0.619240403269704
"AI270858",0.442663333333333,0.620113925511106
"CORO7",-0.52446,0.620113925511106
"238032_at",-0.823961666666667,0.620113925511106
"ZSWIM8-AS1",0.484353333333333,0.620113925511106
"PHACTR4",-0.557058333333333,0.620113925511106
"C19orf24",-0.372574166666667,0.629557306304443
"NR4A1",1.59002666666667,0.629557306304443
"PDE9A",-0.7000425,0.636276722777918
"RER1",-0.392770833333333,0.646746629332348
"CSRNP1",1.40298,0.646746629332348
"AF086232",-0.418231666666667,0.646746629332348
"MT1X",0.818588333333333,0.646746629332348
"KCNAB1",0.624723333333334,0.646746629332348
"AW368057",0.4002025,0.646746629332348
"242836_at",2.19394583333333,0.646746629332348
"GATB",-0.609628333333333,0.646746629332348
"PRKX",-0.708828333333334,0.646746629332348
"AA827683",-0.777760833333333,0.646746629332348
"BAALC",-0.646529999999999,0.646746629332348
"EPT1",-0.375551666666667,0.646746629332348
"SNURF",-0.456940833333333,0.646746629332348
"XK",0.699524166666667,0.646746629332348
"PLS1",0.921204166666667,0.646746629332348
"EVA1B",-0.581210833333333,0.646746629332348
"GUSBP11",-0.92103,0.648646240964838
"NQO2",-0.8324675,0.648646240964838
"CARD8",-0.846178333333333,0.648646240964838
"COX19",-0.580949166666667,0.648646240964838
"ASB7",-0.45369,0.648646240964838
"S100A6",0.8141575,0.648646240964838
"XCL2",-1.33853666666667,0.648646240964838
"ZNF284",-0.500841666666667,0.648646240964838
"ARMC9",-0.539155833333333,0.65523148862884
"AK000141",-0.974693333333333,0.65523148862884
"WWC1",-0.5246675,0.65523148862884
"MED28",-0.6634125,0.65523148862884
"ADAMTS4",0.932861666666667,0.662907760397772
"CCL5",-1.35572166666667,0.662907760397772
"230843_at",-0.5474425,0.662907760397772
"DUSP13",0.642620833333333,0.665170444052458
"TARP",-1.2421275,0.665170444052458
"HSPD1",1.3400075,0.665170444052458
"LOC101928195",-0.694936666666667,0.665170444052458
"NUP62",-0.5694025,0.665170444052458
"MOSPD2",0.383955833333333,0.665170444052458
"GMEB1",0.340133333333334,0.665170444052458
"SAMD8",0.467150833333333,0.665170444052458
"ZNF133",-0.49811,0.665170444052458
"ARSD",-0.6307,0.665170444052458
"LAMA2",-0.630037500000001,0.665170444052458
"AL117451",0.952813333333333,0.665170444052458
"AF090886",0.366421666666667,0.665170444052458
"CYLD",-0.513039166666667,0.665170444052458
"BG055027",0.70135,0.665170444052458
"TCF15",-1.07425166666667,0.665170444052458
"AI807341",-0.526035833333333,0.665170444052458
"FSCN1",-0.701126666666667,0.665170444052458
"OXLD1",-0.43687,0.665170444052458
"AL833685",-0.408556666666667,0.671977341297221
"PNMA6A",-0.5034925,0.671977341297221
"LINS1",-0.393763333333333,0.671977341297221
"PNPLA4",-0.598911666666667,0.671977341297221
"PSMD13",-0.450065,0.671977341297221
"SLIT3",-0.551488333333333,0.671977341297221
"CAPN13",0.365786666666667,0.671977341297221
"PI4KA",-0.530405,0.671977341297221
"PELI3",-0.446563333333334,0.672081431995053
"NR4A2",2.14296916666667,0.672081431995053
"RNF207",-0.424810833333333,0.676459017405672
"242413_at",-0.484984166666667,0.676459017405672
"DDX39A",-0.52815,0.676459017405672
"SH3BP5L",-0.606665833333333,0.676459017405672
"IGHD",-2.451435,0.676459017405672
"ANKZF1",-0.430245,0.676459017405672
"EGR1",1.53354416666667,0.676734057845423
"243091_at",-0.933639166666667,0.677056217483733
"H28731",-0.548375,0.677087418416656
"AI927957",-0.701318333333333,0.677087418416656
"B3GNT9",-0.614108333333333,0.677087418416656
"AW976746",0.5115075,0.68066082888683
"PPAN-P2RY11",-0.435685,0.68066082888683
"ZHX2",-0.442325,0.684940372480814
"MRPS5",-0.436701666666667,0.685506404136554
"RHOB",0.696866666666667,0.685506404136554
"238836_at",-0.3891375,0.685506404136554
"GEMIN8",-0.84478,0.690975232948444
"ABHD5",0.756551666666667,0.695116530742236
"MFSD4B",-0.633700833333333,0.695116530742236
"CADM1",-0.552168333333333,0.695116530742236
"244015_at",-0.7340825,0.695116530742236
"BF433269",-2.75662333333333,0.695116530742236
"TSR3",-0.375398333333334,0.695116530742236
"AK021675",-0.916436666666667,0.695116530742236
"HAS1",2.01823,0.695116530742236
"MRPS34",-0.406775,0.695116530742236
"WDR46",-0.505639166666667,0.695116530742236
"DUSP5",1.24657833333333,0.695116530742236
"MAGED2",-0.4816925,0.695116530742236
"AA835983",-0.377365,0.695116530742236
"C6orf47",-0.4413275,0.695116530742236
"KLF4",1.39903666666667,0.695116530742236
"MT1F",0.637043333333333,0.695116530742236
"BC032027",-0.662422499999999,0.695116530742236
"CLPP",-0.350420833333333,0.695116530742236
"GEMIN8",-0.648974166666667,0.695116530742236
"LOC100288181",0.27824,0.695116530742236
"COL12A1",0.432006666666667,0.695116530742236
"STAT3",0.966408333333333,0.695116530742236
"SAYSD1",-0.408338333333333,0.695116530742236
"PPP1R15B",0.814271666666667,0.695116530742236
"GTF3A",-0.783918333333334,0.695116530742236
"LINC00957",-0.478148333333333,0.695116530742236
"SNRK",-0.93964,0.695116530742236
"RNH1",-0.340603333333333,0.695116530742236
"PMS2CL",-0.444190833333333,0.695116530742236
"ZNF266",-0.804443333333333,0.695116530742236
"FRZB",-1.22481083333333,0.695116530742236
"AI285970",-0.67636,0.695116530742236
"BE156417",1.31386416666667,0.695116530742236
"CHST12",-0.596971666666667,0.695116530742236
"HPDL",-0.344518333333333,0.695116530742236
"THOP1",-0.4294525,0.695116530742236
"TRBC1",-1.13331583333333,0.695116530742236
"IDI1",-0.812545833333333,0.695116530742236
"CXCR6",-1.12000583333333,0.695116530742236
"SLC35G4",0.510691666666667,0.695116530742236
"DUSP12",-0.539800833333333,0.695116530742236
"HYAL2",-0.581943333333333,0.695116530742236
"MEG3",-0.723848333333333,0.695116530742236
"C9orf142",-0.468189166666666,0.695116530742236
"MIAT",-0.617635,0.695116530742236
"GAPDHP62",-0.743995833333333,0.695116530742236
"SAT1",0.454091666666667,0.695116530742236
"CCDC93",-0.623610833333334,0.695116530742236
"PI3",0.44184,0.695116530742236
"BF195340",-0.896500833333333,0.695116530742236
"LOC101929550",0.494165,0.695116530742236
"SETX",-0.411825,0.695116530742236
"THEG5",-0.262383333333333,0.695116530742236
"EIF4G3",0.530008333333334,0.695116530742236
"OR7C2",0.56945,0.695116530742236
"TMEM161B",-0.672595833333334,0.695116530742236
"AA805082",-0.543380833333333,0.695116530742236
"PSIP1",-0.341116666666666,0.695116530742236
"DENND2A",-0.537014166666667,0.695116530742236
"NUDT16L1",-0.411781666666667,0.695116530742236
"CDH6",-0.885000833333333,0.698548421787331
"RNA45S5",-0.608835833333333,0.698548421787331
"GNB5",-0.718370833333334,0.698548421787331
"SMAD6",0.3118875,0.70150404536067
"DBF4B",-0.3268625,0.70150404536067
"AW296190",0.791039166666667,0.70150404536067
"PLXNA2",-0.460348333333333,0.70150404536067
"BOC",-0.691149166666666,0.70150404536067
"GYPB",0.430935,0.70150404536067
"UTY",0.529509166666668,0.70398339462469
"POMT1",-0.5679525,0.705898557318586
"ZNF135",0.607695833333333,0.705898557318586
"229988_at",0.430176666666667,0.705898557318586
"CHID1",-0.386355833333333,0.705898557318586
"USHBP1",-0.5464325,0.707249671549142
"NXNL1",0.600898333333333,0.707423514778447
"AI797677",-0.7316975,0.707423514778447
"AI677858",-0.467564166666667,0.71658732462888
"CYHR1",-0.349759166666667,0.71658732462888
"PTN",-1.31507083333333,0.71658732462888
"STK10",-0.393099166666666,0.71658732462888
"TMEM106C",-0.431698333333333,0.71658732462888
"CCR5",-1.06365916666667,0.71658732462888
"JRK",-0.523881666666666,0.71658732462888
"CRABP2",-0.5365925,0.71658732462888
"LYRM4",-0.4660175,0.71658732462888
"MZB1",-0.777529166666667,0.71658732462888
"TRPM4",-0.461774166666666,0.71658732462888
"RASA3",-0.732270833333334,0.71658732462888
"SLC22A5",-0.585150833333334,0.71658732462888
"PPP1R15A",0.963718333333333,0.71700261823901
"ITK",-1.14069666666667,0.71700261823901
"GTF2E1",-0.473095833333333,0.71700261823901
"SENP1",-0.493741666666666,0.71700261823901
"RASAL3",-0.588866666666667,0.71700261823901
"SOCS3",3.03337166666667,0.71700261823901
"CSNK1D",-0.5228125,0.71700261823901
"SEC24C",-0.340615,0.71700261823901
"ZBTB46",-0.593679166666667,0.71700261823901
"DHPS",-0.4171325,0.71700261823901
"PWP2",-0.510726666666667,0.71700261823901
"NFKBID",0.767658333333334,0.71700261823901
"ITCH",0.436748333333334,0.71700261823901
"AI637948",0.352848333333333,0.71700261823901
"AL833666",0.6550025,0.71700261823901
"NR4A3",0.785430833333334,0.71700261823901
"NIFK",-0.4398525,0.71700261823901
"BC016339",-0.721764166666667,0.71700261823901
"220711_at",-0.7045575,0.71700261823901
"IGLJ3",-0.5005725,0.71700261823901
"KLF4",1.31229833333333,0.71700261823901
"AA401247",0.318289166666667,0.71700261823901
"CD8A",-1.21109166666667,0.71700261823901
"AL047534",0.97243,0.717274116740875
"ANKRD13B",-0.4818925,0.717274116740875
"DAPK2",-0.5514925,0.717274116740875
"MYC",1.20561333333333,0.717274116740875
"ARHGAP27",-0.4051175,0.717274116740875
"BC012036",-0.518815,0.717274116740875
"FASTKD2",-0.406003333333333,0.717274116740875
"ZGPAT",-0.424525,0.717274116740875
"LOC100272216",-0.724086666666666,0.717274116740875
"NPAS2",-0.3068075,0.717274116740875
"CYP2E1",-0.392423333333333,0.717274116740875
"CHD3",-0.579686666666667,0.717274116740875
"TFRC",0.966248333333333,0.717274116740875
"EXOC7",-0.331215,0.717274116740875
"GSDMD",-0.407296666666667,0.720351133608923
"ZNF827",-0.692600833333333,0.720351133608923
"RAB6B",0.4624725,0.720351133608923
"LOC100507165",-0.627642499999999,0.721247520195848
"NR4A2",2.1093525,0.721247520195848
"NPHP4",-0.424214166666667,0.721247520195848
"SLC2A14",1.32718333333333,0.724623982678093
"GNA11",-0.434374166666666,0.727289165207629
"SOCS3",1.68805583333333,0.727289165207629
"STAMBPL1",-0.561273333333333,0.727289165207629
"FBXL7",-0.474727499999999,0.727289165207629
"AFF4",0.387745,0.72810056969995
"GFRA1",-0.610779166666667,0.72810056969995
"LOC101929777",-0.5293675,0.72810056969995
"XRCC1",-0.421959166666667,0.72810056969995
"KIF20B",-0.397873333333333,0.72810056969995
"RAI14",-0.580904166666667,0.72810056969995
"PLK3",0.543474166666667,0.734295304311884
"NCKAP1L",-0.5726125,0.734295304311884
"PABPC1L",-0.571201666666667,0.736113660744574
"ARAP1",-0.493173333333333,0.736113660744574
"PGGHG",-0.580850833333333,0.737396879859314
"ARSD",-0.591329166666667,0.73993012011128
"CNPY2",-0.371972499999999,0.743693787769539
"ZNF516",-0.551681666666667,0.743693787769539
"LINC00330",0.466865,0.749886634933927
"216650_at",0.587579166666667,0.750078721393108
"PDE10A",0.4301575,0.753111779940261
"ABHD5",0.639575000000001,0.753877212165945
"TSC22D2",0.58659,0.754888163751591
"LDLRAP1",-0.444322499999999,0.754888163751591
"CUL7",-0.391276666666667,0.754888163751591
"DUS4L",-0.255115833333334,0.758912005168678
"AI953354",-0.592418333333333,0.758912005168678
"SAMD3",-0.814606666666667,0.762083519185755
"TMEM245",-0.2841225,0.763011666498831
"MYO1G",-0.596103333333333,0.763011666498831
"MT1X",0.705333333333333,0.763011666498831
"RABL2A",-0.443824166666667,0.763011666498831
"PDRG1",-0.3682475,0.763011666498831
"BUB3",-0.299350833333333,0.763011666498831
"PTN",-1.68225583333333,0.763011666498831
"ZSCAN29",-0.648844166666667,0.763011666498831
"VWA9",-0.370484166666667,0.763011666498831
"WWC3",-0.43044,0.763011666498831
"KCNC2",-0.389566666666667,0.763011666498831
"NFKBIZ",1.26892333333333,0.763011666498831
"HIST1H4J",-0.660911666666666,0.763011666498831
"SFRP4",-0.840688333333334,0.763011666498831
"CISH",0.67512,0.763011666498831
"AA605145",-0.522106666666667,0.763011666498831
"SULT1C2",0.659283333333333,0.763011666498831
"ROBO4",-0.525292499999999,0.763011666498831
"ZNF14",-0.597089166666666,0.763011666498831
"MIR15A",0.652709166666667,0.763011666498831
"AW104978",-0.473410833333333,0.763011666498831
"OSMR",0.955499166666667,0.763011666498831
"CBFA2T2",-0.4087625,0.763011666498831
"IDNK",-0.575436666666666,0.763011666498831
"IGKC",-1.83174833333333,0.763011666498831
"ADAM33",-0.712183333333333,0.763011666498831
"ARHGEF3",-0.654475,0.763011666498831
"THAP3",-0.405296666666666,0.763011666498831
"CNPY4",-0.387026666666667,0.763011666498831
"NAAA",-0.35186,0.763011666498831
"PTGS2",1.89271166666667,0.763011666498831
"GPR18",-0.643921666666667,0.763011666498831
"COL7A1",-0.501610833333333,0.763011666498831
"PTOV1",-0.4746425,0.763011666498831
"MAPK11",-0.4446975,0.763011666498831
"PDE7A",-0.5645575,0.763011666498831
"IGHM",-0.581606666666667,0.763011666498831
"MEF2C",-0.52678,0.763011666498831
"TFCP2L1",0.69638,0.763011666498831
"244160_at",0.314715833333334,0.763011666498831
"KANSL1L",0.369096666666667,0.763011666498831
"AI341072",-0.31566,0.763011666498831
"EVA1B",-0.485896666666667,0.763011666498831
"MT1H",0.630003333333333,0.763011666498831
"TRAC",-0.901910833333334,0.763011666498831
"RRAGC",0.381229166666667,0.763011666498831
"FLT1",-0.697628333333333,0.763011666498831
"NISCH",-0.358635833333333,0.763011666498831
"TMC6",-0.5947625,0.763011666498831
"AK024862",-0.311991666666667,0.763011666498831
"TNFSF13",-0.545306666666667,0.763011666498831
"GOSR2",-0.549933333333333,0.763011666498831
"SAV1",0.472400833333333,0.763011666498831
"TNRC6A",-0.456610833333333,0.763011666498831
"PCDH12",-0.446264166666666,0.763011666498831
"ESRP1",0.82151,0.763011666498831
"DAZ4",1.1579325,0.763011666498831
"FAM228A",0.554034166666667,0.763011666498831
"SLAMF1",-0.505879166666667,0.763011666498831
"MIR424",-0.588711666666667,0.763011666498831
"TAF8",-0.6049775,0.763011666498831
"TXLNG",-0.5701225,0.763011666498831
"JUNB",1.45020833333333,0.763011666498831
"HPS4",-0.485451666666666,0.763011666498831
"PNKP",-0.4266175,0.763011666498831
"LRRC14",-0.287838333333333,0.763011666498831
"DOCK10",-0.520530833333333,0.763011666498831
"AA831943",-0.608104166666666,0.763011666498831
"MYCN",-0.274561666666666,0.763011666498831
"LOC90246",-0.499495833333333,0.763011666498831
"RAB13",-0.346966666666666,0.763011666498831
"NR5A2",1.10210583333333,0.763011666498831
"AW405975",0.42469,0.763011666498831
"TMEM67",-0.258868333333333,0.763011666498831
"NAMPT",1.467345,0.763011666498831
"LEKR1",0.497385833333334,0.763011666498831
"FOXA3",0.5373525,0.763011666498831
"MGST1",-0.565224166666666,0.763011666498831
"C11orf96",1.35164666666667,0.763011666498831
"ELAC2",-0.416964166666666,0.763011666498831
"B4GALT7",-0.368848333333333,0.763011666498831
"BC008479",0.372594166666667,0.763011666498831
"CCNL1",0.919212500000001,0.763011666498831
"GAS6-AS1",-0.494139166666667,0.763011666498831
"PNISR",-0.5437425,0.763011666498831
"PRRC2A",-0.397333333333333,0.763011666498831
"ANKS3",-0.370445,0.763011666498831
"244658_at",0.503840833333333,0.763011666498831
"BTN3A1",-0.642286666666666,0.763011666498831
"IL6",2.33267,0.763011666498831
"ZNF688",-0.2802675,0.763011666498831
"SGK1",0.939257500000001,0.763011666498831
"BF445178",-0.73632,0.763011666498831
"ISY1",-0.385008333333333,0.763011666498831
"TFRC",0.263996666666667,0.763011666498831
"CXCR3",-0.539241666666667,0.763011666498831
"MRPL16",-0.435306666666667,0.763011666498831
"FA2H",0.928471666666667,0.763011666498831
"MRPS26",-0.34932,0.763011666498831
"GYG2",-0.675051666666667,0.763011666498831
"SLAMF7",-0.958825833333334,0.763011666498831
"SLC16A6",-0.866275833333333,0.763011666498831
"AA192765",-0.471651666666667,0.763011666498831
"EFCAB6",-0.312555,0.763011666498831
"R01161",0.306740833333333,0.763011666498831
"KANSL1-AS1",-1.51512833333333,0.763011666498831
"DCAF8",-0.432215,0.763011666498831
"ZNF202",-0.5254825,0.763011666498831
"STARD4",0.5034725,0.763011666498831
"CDC42EP3",-0.703611666666667,0.763011666498831
"GALT",-0.420083333333333,0.763011666498831
"C21orf59",-0.2976675,0.763011666498831
"P3H4",-0.570344166666666,0.763011666498831
"CD2",-1.22976916666667,0.763011666498831
"AI681868",1.2915625,0.763011666498831
"COX19",-0.57612,0.763011666498831
"AU145354",-0.335483333333333,0.763011666498831
"AI092511",-0.811069166666666,0.763011666498831
"UBR4",-0.355363333333333,0.763011666498831
"SRRD",-0.4673025,0.763011666498831
"ZFP36L1",0.545425,0.763011666498831
"SVEP1",-0.742418333333334,0.763011666498831
"CYAT1",-1.81130166666667,0.763011666498831
"TOP1MT",-0.437705833333333,0.763011666498831
"TRPM3",0.4943525,0.763011666498831
"ZNF599",-0.4198725,0.763011666498831
"MADD",-0.412661666666666,0.763011666498831
"LOC644172",-0.916847499999999,0.763011666498831
"TMEM44",-0.71993,0.763011666498831
"SKP2",-0.480395833333334,0.763011666498831
"IL1RL1",0.532625833333334,0.763011666498831
"AA329983",0.5540025,0.763011666498831
"DCAF8",-0.553081666666667,0.763011666498831
"PTK7",-0.582711666666667,0.763011666498831
"LRRFIP1",0.663329166666667,0.763011666498831
"CD96",-0.339425,0.763011666498831
"CCDC124",-0.515233333333333,0.763011666498831
"GYG2",-0.7752725,0.763011666498831
"CD160",-0.581319166666667,0.763011666498831
"TCF7L2",0.548026666666667,0.763011666498831
"1556828_at",-0.6277975,0.763011666498831
"JPX",-0.32892,0.763011666498831
"ZNF500",-0.583794166666667,0.763011666498831
"MT1G",0.594599999999999,0.763011666498831
"AW629304",0.433275,0.763011666498831
"NR4A3",1.66285583333333,0.763011666498831
"MAP1LC3A",-0.328970833333334,0.763011666498831
"AF274934",-0.2094125,0.763011666498831
"NFATC1",-0.573889166666667,0.763011666498831
"ADPRHL2",-0.488575833333333,0.763011666498831
"NUP210",-0.456615,0.763011666498831
"NCBP2",-0.286830833333333,0.763011666498831
"HOMER3",-0.371109166666666,0.763011666498831
"PCYOX1L",-0.436979166666667,0.763011666498831
"ANKRD39",-0.508243333333333,0.763011666498831
"CLDN18",0.8305075,0.763011666498831
"FBLN1",-0.72406,0.763011666498831
"SNORA11E",-0.591025,0.763011666498831
"NR2F1-AS1",-0.458054166666666,0.763011666498831
"ZSWIM7",-0.904029166666667,0.763011666498831
"THBS1",0.410606666666667,0.763011666498831
"TIFA",0.269871666666667,0.763011666498831
"NR4A2",1.81935416666667,0.763011666498831
"AI356405",-0.694409166666667,0.763011666498831
"MIR675",-0.652545,0.763011666498831
"PDDC1",-0.568735,0.763011666498831
"FRZB",-1.00163333333333,0.763011666498831
"CRTAM",-0.530995,0.763011666498831
"244302_at",-0.29893,0.763011666498831
"LOC101928269",0.52846,0.763011666498831
"METTL10",-0.559390833333333,0.763011666498831
"BC037379",0.325760833333333,0.763011666498831
