"geneNames.as.numeric.rownames.res_coef2...","res_coef2.logFC","res_coef2.adj.P.Val"
"YAP1",-2.079593,0.816598776118664
"AL831920",1.50469666666667,0.816598776118664
"CKMT2",3.09508916666666,0.816598776118664
"PKIB",2.82381816666666,0.816598776118664
"LINC00969",2.39272133333333,0.816598776118664
"HPGD",-6.223601,0.816598776118664
"CPLX2",1.589313,0.816598776118664
"LOC642533",1.04396016666666,0.816598776118664
"MANBAL",0.754779999999993,0.816598776118664
"HGSNAT",1.28640466666666,0.816598776118664
"SSH2",0.988781333333332,0.816598776118664
"CDC7",-2.05258116666667,0.816598776118664
"CETN3",-0.870003333333335,0.816598776118664
"AK025082",2.09141166666666,0.816598776118664
"BC035386",0.525309333333332,0.816598776118664
"UBE2G1",-1.12574733333333,0.816598776118664
"LOC100130691",0.852057999999998,0.816598776118664
"SCG2",-1.29824666666669,0.816598776118664
"HYI",1.05025733333333,0.816598776118664
"PTGES3L-AARSD1",1.17507533333333,0.816598776118664
"DUSP10",-2.06085266666667,0.816598776118664
"RNF6",-0.942831666666674,0.816598776118664
"PDE7B",2.63635083333333,0.816598776118664
"TCP11L2",1.55454616666666,0.816598776118664
"GAD1",6.54335166666667,0.816598776118664
"LRRN4CL",3.31392583333333,0.816598776118664
"CTSK",2.0293385,0.816598776118664
"CASZ1",-2.394198,0.816598776118664
"COQ7",1.1903235,0.816598776118664
"TCP11L2",1.1750995,0.816598776118664
"GSTA4",0.934142499999993,0.816598776118664
"OCLN",-3.17695800000001,0.816598776118664
"PANX1",0.800178833333332,0.816598776118664
"MGA",1.08651066666666,0.816598776118664
"LOC101930112",1.02111633333333,0.816598776118664
"214102_at",1.51415116666666,0.816598776118664
"STAT5B",-1.12312083333334,0.816598776118664
"TTC39B",-1.81762566666667,0.816598776118664
"PCF11",1.51934483333333,0.816598776118664
"ERN1",-1.56401333333334,0.816598776118664
"SSX2IP",-1.99314050000001,0.816598776118664
"ASCC3",-1.04065333333334,0.816598776118664
"BE905157",0.83711283333333,0.816598776118664
"PRRG4",-2.22649950000001,0.816598776118664
"LOC642852",1.39810816666667,0.816598776118664
"SWAP70",-1.64154983333334,0.816598776118664
"EPHA6",0.491270666666665,0.816598776118664
"MED13",-1.04823383333334,0.816598776118664
"CA420494",0.604521833333331,0.816598776118664
"HSP90AA1",-0.824211666666677,0.816598776118664
"RASEF",-4.507253,0.816598776118664
"MIR497HG",0.878407333333331,0.816598776118664
"AW298101",1.101484,0.816598776118664
"SGPP2",-2.28268933333334,0.816598776118664
"APEX2",-0.936067333333337,0.816598776118664
"ACSL4",-2.14560650000001,0.821000953318201
"PTGES",-0.900084166666668,0.82119681716788
"MIR6859-1",1.32541866666666,0.822470904639923
"LOC284014",1.31957949999999,0.822470904639923
"LOC101930476",0.936839333333331,0.82476945214903
"MAST4",-1.64088833333334,0.830426894634067
"PLCL2",2.14887866666666,0.831148922740566
"AI042373",2.248774,0.831148922740566
"ORAI2",1.66061999999999,0.831148922740566
"242330_at",1.56716016666666,0.831148922740566
"ME3",1.03460066666666,0.831388662250347
"C6orf141",-2.42049416666667,0.831388662250347
"RBMS3",1.87063066666666,0.831499212444309
"DPH2",0.64506766666666,0.831499212444309
"AF339813",4.16003216666667,0.833910379871615
"CA314425",1.97120766666666,0.833910379871615
"242016_at",-1.18824866666667,0.833910379871615
"DUSP10",-2.5032275,0.833910379871615
"ZNF703",2.88001416666666,0.833910379871615
"TTC39A",-1.52595650000001,0.833910379871615
"HGSNAT",1.30045766666666,0.833910379871615
"TIFA",-2.87411833333334,0.833910379871615
"MIR6890",0.817429333333322,0.833910379871615
"TMEM178A",2.238399,0.833910379871615
"SLC38A7",-0.783069000000002,0.833910379871615
"PTCD3",1.10497266666666,0.833910379871615
"PALD1",2.03263233333333,0.833910379871615
"PARL",0.895356333333327,0.833910379871615
"MVB12B",1.19267633333333,0.833910379871615
"CAMKV",3.57481866666667,0.833910379871615
"MYD88",-1.34497416666667,0.833910379871615
"ZWILCH",1.45981349999999,0.833910379871615
"SPNS1",0.878046499999999,0.833910379871615
"AGFG2",1.16973133333333,0.833910379871615
"ERCC1",1.12907416666666,0.833910379871615
"LOC730268",0.986052999999996,0.833910379871615
"SSX2IP",-1.18205466666667,0.833910379871615
"LGALS2",2.38168108333333,0.833910379871615
"AA845353",1.763138,0.833910379871615
"RNF183",-1.88073233333334,0.834940566356362
"FGFBP3",1.4447195,0.834940566356362
"RGS4",-7.78322633333334,0.834940566356362
"SLC44A3",-1.9165805,0.834940566356362
"U2AF1L4",1.75672816666666,0.834940566356362
"KCNJ2",-4.75186316666667,0.834940566356362
"SYNRG",0.707952499999996,0.834940566356362
"MPZL2",-2.97424516666667,0.834940566356362
"PWWP2A",1.49826333333333,0.834940566356362
"N93663",1.3273675,0.834940566356362
"AGAP3",1.24741116666666,0.834940566356362
"ATP1A2",3.59182116666666,0.834940566356362
"NT5DC3",1.418786,0.834940566356362
"DNAJA4",-2.40335066666667,0.834940566356362
"ACOT11",-2.10606466666667,0.834940566356362
"GLMN",0.873020999999995,0.835128254673024
"EIF4G3",-0.917526666666667,0.835128254673024
"ZNF19",0.823554166666662,0.839007393035019
"ZNF532",0.952606666666663,0.839007393035019
"RARRES1",-3.47877383333334,0.839484580691754
"BACE1",0.997186666666658,0.839846260347231
"UHMK1",-0.719848666666669,0.845827749545563
"ZCCHC10",1.90187083333333,0.847279889447954
"RNASEH1",0.77206083333333,0.848567855879976
"PAQR6",1.99108566666666,0.849305087258584
"PAN3",0.88481666666666,0.851621855000425
"PPP2R3C",-1.09853650000001,0.851621855000425
"NCBP3",0.947695333333328,0.851621855000425
"TANK",-1.70390616666667,0.854595584462824
"STAT3",-2.22230066666667,0.854677333403275
"ANAPC2",1.25145733333332,0.854917206277831
"ABHD14B",1.23605533333332,0.854917206277831
"C4orf32",-3.36749116666667,0.854917206277831
"AW007021",0.514293166666665,0.854917206277831
"AI538880",1.19025133333333,0.854917206277831
"HTT",1.38287433333333,0.854917206277831
"SMARCE1",1.72236149999999,0.854917206277831
"AF086074",-3.91069616666667,0.855621924963217
"ABLIM3",-1.7568475,0.856367911739939
"PRKCH",-2.05999,0.856367911739939
"AL832482",2.73222233333333,0.863054422653481
"OBSL1",1.57668883333333,0.863054422653481
"AI669508",1.19782833333333,0.863054422653481
"SLC38A10",0.89369716666666,0.863054422653481
"CTSLP8",-1.43145016666667,0.863054422653481
"SLC26A10",0.671774333333333,0.863054422653481
